Source,Target,LinkType,LinkText
"docs/20251107-LogoMesh AgentX Judge Evaluation Simulation.md","docs/README.md","explicit_link","README.md"
"docs/20251107-LogoMesh AgentX Judge Evaluation Simulation.md","docs/README.md","explicit_link","README.md"
"docs/20251107-LogoMesh AgentX Judge Evaluation Simulation.md","docs/README.md","explicit_link","README.md"
"docs/GAP_ANALYSIS_FOR_DATASCIENTIST.md","docs/README.md","explicit_link","README.md"
"docs/GAP_ANALYSIS_FOR_DATASCIENTIST.md","docs/tools/README.md","explicit_link","README.md"
"docs/GAP_ANALYSIS_FOR_DATASCIENTIST.md","docs/tools/README.md","explicit_link","README.md"
"docs/GAP_ANALYSIS_FOR_DATASCIENTIST.md","docs/tools/README.md","explicit_link","README.md"
"docs/GAP_ANALYSIS_FOR_DATASCIENTIST.md","docs/README.md","explicit_link","README.md"
"docs/GAP_ANALYSIS_FOR_DATASCIENTIST.md","docs/README.md","explicit_link","README.md"
"docs/archive/2025-11-07_Judge_Simulation_Prompt.md","docs/archive/README.md","explicit_link","README.md"
"docs/archive/2025-11-07_Judge_Simulation_Prompt.md","docs/archive/README.md","explicit_link","README.md"
"docs/archive/2025-11-07_Judge_Simulation_Prompt.md","docs/archive/README.md","explicit_link","README.md"
"docs/archive/2025-11-07_Judge_Simulation_Prompt.md","docs/archive/docs/onboarding/system-architecture.md","explicit_link","docs/onboarding/system-architecture.md"
"docs/intent_log/templates/log_entry_template.md","docs/intent_log/templates/YYYYMMDDHHMMSS-TYPE-description.md","explicit_link","YYYYMMDDHHMMSS-TYPE-description.md"
"docs/strategy_and_ip/02_LEGAL_CHECKLIST.md","docs/strategy_and_ip/logs/research/20251115-Research_Paper-Contextual_Debt-A_Software_Liability.md","explicit_link","logs/research/20251115-Research_Paper-Contextual_Debt-A_Software_Liability.md"
"docs/strategy_and_ip/DOC-REVISIONS/20251119-Gap-Analysis-Critique-vs-IP-Assets.md","docs/strategy_and_ip/DOC-REVISIONS/logs/ip_and_business/20251118-Strategic-Pivot-Plan-CIS-Formalization.md","explicit_link","logs/ip_and_business/20251118-Strategic-Pivot-Plan-CIS-Formalization.md"
"docs/strategy_and_ip/DOC-REVISIONS/20251119-Transformation-Map.md","docs/strategy_and_ip/DOC-REVISIONS/docs/strategy_and_ip/DOC-REVISIONS/20251118-proposed-Section-2.2.md","explicit_link","docs/strategy_and_ip/DOC-REVISIONS/20251118-proposed-Section-2.2.md"
"docs/strategy_and_ip/DOC-REVISIONS/20251119-Transformation-Map.md","docs/strategy_and_ip/DOC-REVISIONS/docs/strategy_and_ip/20251118-Copyright-Edition-Contextual-Debt-Paper.md","explicit_link","docs/strategy_and_ip/20251118-Copyright-Edition-Contextual-Debt-Paper.md"
"docs/strategy_and_ip/DOC-REVISIONS/20251119-Transformation-Map.md","docs/strategy_and_ip/DOC-REVISIONS/docs/strategy_and_ip/DOC-REVISIONS/20251119-proposed-Section-2.3.md","explicit_link","docs/strategy_and_ip/DOC-REVISIONS/20251119-proposed-Section-2.3.md"
"docs/strategy_and_ip/DOC-REVISIONS/20251119-Transformation-Map.md","docs/strategy_and_ip/DOC-REVISIONS/docs/strategy_and_ip/20251118-Copyright-Edition-Contextual-Debt-Paper.md","explicit_link","docs/strategy_and_ip/20251118-Copyright-Edition-Contextual-Debt-Paper.md"
"docs/strategy_and_ip/DOC-REVISIONS/20251119-Transformation-Map.md","docs/strategy_and_ip/DOC-REVISIONS/docs/strategy_and_ip/20251118-Copyright-Edition-Contextual-Debt-Paper.md","explicit_link","docs/strategy_and_ip/20251118-Copyright-Edition-Contextual-Debt-Paper.md"
"docs/strategy_and_ip/README.md","docs/strategy_and_ip/logs/ip_and_business/20251116-IP-and-Business-Strategy-for-Contextual Debt.md","explicit_link","logs/ip_and_business/20251116-IP-and-Business-Strategy-for-Contextual Debt.md"
"docs/strategy_and_ip/REGISTRATION_MANIFEST.md","docs/strategy_and_ip/docs/strategy_and_ip/20251118-Copyright-Edition-Contextual-Debt-Paper.md","explicit_link","docs/strategy_and_ip/20251118-Copyright-Edition-Contextual-Debt-Paper.md"
"docs/strategy_and_ip/REGISTRATION_MANIFEST.md","docs/strategy_and_ip/docs/strategy_and_ip/01_CORE_IP_DEFINITION.md","explicit_link","docs/strategy_and_ip/01_CORE_IP_DEFINITION.md"
"docs/strategy_and_ip/REGISTRATION_MANIFEST.md","docs/strategy_and_ip/docs/strategy_and_ip/03_INVESTOR_PITCH.md","explicit_link","docs/strategy_and_ip/03_INVESTOR_PITCH.md"
"logs/CoPilot/20251117-Task-1.2-Completion-Summary.md","logs/CoPilot/logs/technical/20251113_RECOVERY_PLAN.md","explicit_link","logs/technical/20251113_RECOVERY_PLAN.md"
"logs/CoPilot/20251117-Task-1.2-Completion-Summary.md","logs/CoPilot/logs/CoPilot/20251117-Task-1.2-Plan.md","explicit_link","logs/CoPilot/20251117-Task-1.2-Plan.md"
